gene	y_probability
9606.ENSP00000295897	0.026448648381861815
9606.ENSP00000380432	0.0037072706103812004
9606.ENSP00000349437	0.0003126848875929077
9606.ENSP00000317955	0.00015323610244708977
9606.ENSP00000333298	0.0022390828174671602
9606.ENSP00000353224	0.0002698985891625652
9606.ENSP00000345672	0.00011972972673122041
9606.ENSP00000391826	0.00015768215934567871
9606.ENSP00000272190	0.000205724121614399
9606.ENSP00000432083	0.002507479113124716
9606.ENSP00000265970	0.0001695626488952692
9606.ENSP00000401645	4.029602564078211e-05
9606.ENSP00000263025	0.002310897782712752
9606.ENSP00000302961	0.002405639472643153
9606.ENSP00000269305	0.008656495488483792
9606.ENSP00000354558	0.0005762476112623176
9606.ENSP00000405330	0.010269248759356576
9606.ENSP00000231509	0.0003519552347901367
9606.ENSP00000260682	0.021442660304745804
9606.ENSP00000362549	0.006014353716855871
9606.ENSP00000337915	0.01738884100137268
9606.ENSP00000308938	0.0003559396977899642
9606.ENSP00000370542	0.00036259221485254755
9606.ENSP00000356671	0.00018897092569639427
9606.ENSP00000478570	0.0007593148745821581
9606.ENSP00000382428	0.0005784615724322807
9606.ENSP00000355627	0.00023769542374957718
9606.ENSP00000218548	0.001113462179256415
9606.ENSP00000237612	0.010672582074796029
9606.ENSP00000247461	0.00036941431268927143
9606.ENSP00000362680	0.0027195508863059603
9606.ENSP00000011653	0.001086903907329164
9606.ENSP00000264938	0.00014452039513602192
9606.ENSP00000349960	0.003866597856568362
9606.ENSP00000353508	5.778973694750559e-05
9606.ENSP00000368683	0.000424334390692644
9606.ENSP00000468500	0.00016814590993888373
9606.ENSP00000281537	0.00027456709753059843
9606.ENSP00000308541	0.0027798788968222067
9606.ENSP00000373487	4.5920474731372723e-05
9606.ENSP00000449404	5.2354375993288195e-05
9606.ENSP00000275525	6.403591091741935e-05
9606.ENSP00000344456	0.008873638778342442
9606.ENSP00000306512	0.0009192069785895543
9606.ENSP00000260970	0.0076907734825402835
9606.ENSP00000479618	0.0008478764306828436
9606.ENSP00000320935	0.00017087533093087902
9606.ENSP00000385523	0.004171079428967495
9606.ENSP00000287820	0.003096984486477194
9606.ENSP00000361021	0.0008004382183695162
9606.ENSP00000400175	0.0008775418394496406
9606.ENSP00000451828	0.003511479413247802
9606.ENSP00000407586	0.0009022196215902037
9606.ENSP00000227507	0.0008655906415276554
9606.ENSP00000360266	0.002208811172120121
9606.ENSP00000324806	0.00037008159117426066
9606.ENSP00000379350	0.00041464331474530455
9606.ENSP00000231454	0.00012482847551693264
9606.ENSP00000398698	0.0013894454990489465
9606.ENSP00000414303	0.00029644929332033586
9606.ENSP00000296871	0.00027220283770217464
9606.ENSP00000294728	0.00014082234285157312
9606.ENSP00000304915	0.00018583773665469173
9606.ENSP00000441691	0.0003416726382534434
9606.ENSP00000346839	0.0012566942436176346
9606.ENSP00000412237	0.0003709301291930157
9606.ENSP00000225474	0.00010599230535038306
9606.ENSP00000229135	0.0003342962993920409
9606.ENSP00000474412	0.00014630001048617771
9606.ENSP00000386884	0.00023557343537740125
9606.ENSP00000385675	0.0007282197055519419
9606.ENSP00000263341	0.004795754040164185
9606.ENSP00000264832	0.00023491275555946107
9606.ENSP00000365227	4.7399614322458495e-05
9606.ENSP00000344192	0.00013598862665720586
9606.ENSP00000263339	0.00011980795819154717
9606.ENSP00000225831	0.00018473467592997934
9606.ENSP00000231449	0.000335948113419734
9606.ENSP00000378517	0.00015485502500118596
9606.ENSP00000275493	0.002866381533809161
9606.ENSP00000264246	0.00016742907747672008
9606.ENSP00000454623	0.00016416712423056486
9606.ENSP00000324890	0.00015593983676512804
9606.ENSP00000226218	0.0001465527496320908
9606.ENSP00000458162	0.0003162297788291458
9606.ENSP00000303939	0.00021742821208624186
9606.ENSP00000222390	0.00018551687032841873
9606.ENSP00000261405	0.00028608581518302503
9606.ENSP00000212015	0.0005763530155941238
9606.ENSP00000360216	5.743756545486338e-05
9606.ENSP00000297494	0.0004096136638958768
9606.ENSP00000387699	0.000489097513056235
9606.ENSP00000452780	0.00027396397455470853
9606.ENSP00000398632	0.0009190104257796479
9606.ENSP00000332049	0.0001691215774165795
9606.ENSP00000284981	0.0006785362002758177
9606.ENSP00000411355	0.00037129557506031106
9606.ENSP00000221466	2.45732086873454e-05
9606.ENSP00000265431	6.096405938382566e-05
9606.ENSP00000480132	0.00019314177206327188
9606.ENSP00000331736	7.10520172663022e-05
9606.ENSP00000380958	7.011524710997086e-05
9606.ENSP00000260010	0.00022429341326591428
9606.ENSP00000310036	0.00022854867739963554
9606.ENSP00000378408	0.0005459703913995048
9606.ENSP00000283752	3.500875326496394e-05
9606.ENSP00000221930	0.00024083090946351178
9606.ENSP00000365380	0.0001714549163342189
9606.ENSP00000457421	0.00015320788574711634
9606.ENSP00000437940	0.00019456610904992907
9606.ENSP00000250092	8.237578603915442e-05
9606.ENSP00000264497	8.131247931831485e-05
9606.ENSP00000255030	0.00031437936659453527
9606.ENSP00000263686	8.397153275292233e-05
9606.ENSP00000236147	0.00012304703780198934
9606.ENSP00000361405	0.00026723546675685414
9606.ENSP00000284240	0.00012863024621994482
9606.ENSP00000229239	0.004894043204261084
9606.ENSP00000276927	0.00016012289701561948
9606.ENSP00000245907	0.00012773954971164128
9606.ENSP00000372221	3.1557355167977754e-05
9606.ENSP00000433642	0.0001216554744363718
9606.ENSP00000271450	9.445758772935251e-05
9606.ENSP00000288135	0.0004891240512487524
9606.ENSP00000311032	0.0005469686385409109
9606.ENSP00000455897	6.286615032200013e-05
9606.ENSP00000226730	0.00029048687866328244
