gene
9606.ENSP00000205557
9606.ENSP00000312618
9606.ENSP00000402373
9606.ENSP00000349960
9606.ENSP00000290378
9606.ENSP00000458162
9606.ENSP00000373574
9606.ENSP00000360997
9606.ENSP00000302620
9606.ENSP00000371517
9606.ENSP00000253109
9606.ENSP00000284981
9606.ENSP00000361471
9606.ENSP00000362441
9606.ENSP00000368496
9606.ENSP00000342434
9606.ENSP00000411073
9606.ENSP00000288602
9606.ENSP00000358474
9606.ENSP00000320866
9606.ENSP00000370503
9606.ENSP00000227507
9606.ENSP00000381768
9606.ENSP00000263780
9606.ENSP00000444198
9606.ENSP00000223398
9606.ENSP00000304408
9606.ENSP00000364979
9606.ENSP00000252599
9606.ENSP00000402608
9606.ENSP00000378605
9606.ENSP00000386597
9606.ENSP00000357384
9606.ENSP00000469863
9606.ENSP00000265753
9606.ENSP00000351807
9606.ENSP00000362299
9606.ENSP00000354238
9606.ENSP00000348089
9606.ENSP00000265038
9606.ENSP00000308541
9606.ENSP00000356771
9606.ENSP00000325527
9606.ENSP00000466937
9606.ENSP00000252037
9606.ENSP00000358866
9606.ENSP00000327145
9606.ENSP00000334472
9606.ENSP00000334458
9606.ENSP00000269216
9606.ENSP00000463051
9606.ENSP00000218516
9606.ENSP00000286548
9606.ENSP00000305260
9606.ENSP00000053867
9606.ENSP00000460070
9606.ENSP00000397566
9606.ENSP00000406723
9606.ENSP00000317904
9606.ENSP00000333994
9606.ENSP00000357348
9606.ENSP00000316786
9606.ENSP00000357980
9606.ENSP00000254958
9606.ENSP00000371067
9606.ENSP00000378356
9606.ENSP00000256078
9606.ENSP00000367787
9606.ENSP00000336740
9606.ENSP00000357283
9606.ENSP00000231004
9606.ENSP00000260665
9606.ENSP00000340820
9606.ENSP00000303147
9606.ENSP00000395535
9606.ENSP00000352455
9606.ENSP00000320886
9606.ENSP00000383840
9606.ENSP00000361548
9606.ENSP00000354499
9606.ENSP00000354876
9606.ENSP00000354982
9606.ENSP00000354554
9606.ENSP00000354687
9606.ENSP00000354961
9606.ENSP00000354813
9606.ENSP00000354665
9606.ENSP00000365777
9606.ENSP00000442795
9606.ENSP00000401399
9606.ENSP00000379616
9606.ENSP00000386041
9606.ENSP00000353452
9606.ENSP00000351790
9606.ENSP00000379680
9606.ENSP00000293404
9606.ENSP00000289473
9606.ENSP00000362873
9606.ENSP00000351015
9606.ENSP00000327758
9606.ENSP00000297494
9606.ENSP00000263388
9606.ENSP00000365663
9606.ENSP00000231509
9606.ENSP00000039007
9606.ENSP00000352572
9606.ENSP00000286063
9606.ENSP00000369820
9606.ENSP00000300055
9606.ENSP00000268261
9606.ENSP00000354532
9606.ENSP00000376475
9606.ENSP00000363092
9606.ENSP00000368752
9606.ENSP00000326366
9606.ENSP00000055077
9606.ENSP00000296292
9606.ENSP00000464087
9606.ENSP00000410257
9606.ENSP00000345492
9606.ENSP00000236137
9606.ENSP00000352216
9606.ENSP00000262160
9606.ENSP00000332973
9606.ENSP00000341551
9606.ENSP00000349823
9606.ENSP00000215730
9606.ENSP00000348984
9606.ENSP00000478059
9606.ENSP00000222812
9606.ENSP00000403645
9606.ENSP00000307260
9606.ENSP00000386170
9606.ENSP00000442788
9606.ENSP00000355896
9606.ENSP00000238682
9606.ENSP00000364133
9606.ENSP00000351905
9606.ENSP00000212355
9606.ENSP00000204615
9606.ENSP00000258613
9606.ENSP00000061240
9606.ENSP00000379901
9606.ENSP00000341838
9606.ENSP00000236918
9606.ENSP00000407685
9606.ENSP00000269305
9606.ENSP00000365233
9606.ENSP00000362205
9606.ENSP00000296443
9606.ENSP00000237014
9606.ENSP00000309262
9606.ENSP00000379721
9606.ENSP00000351777
9606.ENSP00000256474
9606.ENSP00000320416
9606.ENSP00000226760
9606.ENSP00000261381
9606.ENSP00000017003
9606.ENSP00000264972
9606.ENSP00000361845
